1.218356074187959166e+02,1.249992263716076195e+02,1.307561703903757007e+02,1.346912744045666841e+02,1.410332893850745677e+02,1.476714706250659219e+02,1.539697908388607175e+02,1.609260764212444883e+02,1.690788825324998470e+02,1.813289304725085458e+02
1.218356074187959166e+02,1.238564377393806808e+02,1.273344950371340474e+02,1.325274099761425077e+02,1.354349413137249485e+02,1.378104270280937271e+02,1.377938454842017109e+02,1.425559625137991588e+02,1.486424315398664930e+02,1.577315650851367081e+02
1.218356074187959166e+02,1.266630209195436692e+02,1.297581264710172491e+02,1.337221813773330723e+02,1.360193503185116697e+02,1.359323383315495448e+02,1.390859664020322271e+02,1.444971731954174174e+02,1.375582048317480712e+02,1.490602885865737335e+02
1.218356074187959166e+02,1.232649198158705985e+02,1.276638530941097542e+02,1.307998151292958937e+02,1.369388200191863234e+02,1.428607712474231448e+02,1.458139033879772342e+02,1.453572273483496247e+02,1.498047743097724833e+02,1.760226575192627934e+02
1.218356074187959166e+02,1.258162888477982051e+02,1.302179787876680166e+02,1.354048926672035122e+02,1.411888863215431229e+02,1.467763313671021024e+02,1.532710182365835863e+02,1.613025327777768325e+02,1.680423131850379832e+02,1.780008060701588875e+02
1.218356074187959166e+02,1.251181577130685127e+02,1.306223541527331236e+02,1.346662182063776072e+02,1.393045771024387705e+02,1.417635721464150720e+02,1.461600492277586909e+02,1.537890381177876407e+02,1.652112576372692274e+02,1.797987603888475405e+02
1.218356074187959166e+02,1.259513362837280965e+02,1.292209111593522266e+02,1.351390746981937809e+02,1.398538948392829298e+02,1.464009639260029871e+02,1.520872185997977795e+02,1.600179848272728123e+02,1.680553981267148629e+02,1.820081545038437980e+02
1.218356074187959166e+02,1.261135970722843922e+02,1.301292715521931314e+02,1.349095601579560935e+02,1.418302635960621956e+02,1.464790040952705112e+02,1.509519995042596747e+02,1.555998177365117954e+02,1.599884767871669737e+02,1.813063847194255231e+02
1.218356074187959166e+02,1.269283126274972346e+02,1.289680166733132864e+02,1.348055526244220346e+02,1.385730988582879490e+02,1.467540893952577790e+02,1.522498516170776384e+02,1.602900276327600295e+02,1.686620339484761644e+02,1.823045296114241864e+02
1.218356074187959166e+02,1.248167936530228417e+02,1.267580912852517940e+02,1.322566759121320956e+02,1.358237641546897976e+02,1.393752137642973139e+02,1.441386443848166437e+02,1.512956545512533921e+02,1.578395610634033801e+02,1.675564342891484557e+02
1.218356074187959166e+02,1.256073831764056195e+02,1.302941052307687642e+02,1.347695767052227893e+02,1.388052865714744257e+02,1.421787378910944426e+02,1.500401277498783656e+02,1.581488439571180606e+02,1.661021793274107949e+02,1.769952192336843382e+02
1.218356074187959166e+02,1.246782210972962730e+02,1.285332990852996318e+02,1.317309183190634485e+02,1.355721630682171508e+02,1.409656781505207164e+02,1.444286722011354414e+02,1.478762979035311673e+02,1.562456014520209919e+02,1.737767428366489639e+02
1.218356074187959166e+02,1.263280269112176484e+02,1.275618891944845927e+02,1.339310553052425803e+02,1.360210100877823152e+02,1.406608068103525966e+02,1.421192720675630881e+02,1.475313824149948232e+02,1.509275943681784611e+02,1.617313919939927018e+02
1.218356074187959166e+02,1.250676466112518028e+02,1.278996735044606794e+02,1.336122434694375443e+02,1.371004965472452568e+02,1.414039524311058358e+02,1.490327025193789723e+02,1.554363079445604399e+02,1.606121013787717402e+02,1.754418043499028954e+02
1.218356074187959166e+02,1.231319620434192075e+02,1.291254997051178179e+02,1.328929425523699592e+02,1.375957591614458124e+02,1.465482370834479298e+02,1.507378425054864692e+02,1.595755016297107431e+02,1.690726146754536785e+02,1.805084953761097495e+02
1.218356074187959166e+02,1.243564887173895386e+02,1.288457696027917336e+02,1.363309722612793848e+02,1.367348349462820352e+02,1.432762914425356939e+02,1.487784839327825921e+02,1.557871815363005226e+02,1.632456874505217002e+02,1.782583905004903500e+02
1.218356074187959166e+02,1.250173250984305469e+02,1.302494567094613558e+02,1.358335624775199904e+02,1.386685419336699852e+02,1.437542389989421281e+02,1.507744894128447868e+02,1.594447574866653667e+02,1.658843857882272914e+02,1.812623059067836948e+02
1.218356074187959166e+02,1.213762806851016194e+02,1.254782633209799769e+02,1.290702206265573295e+02,1.338093058245312932e+02,1.390932867228577834e+02,1.430839285965739691e+02,1.423687798106332139e+02,1.470702436567398763e+02,1.615290478757606252e+02
1.218356074187959166e+02,1.260710013927971431e+02,1.298045122394728423e+02,1.359653359772951262e+02,1.423437760180549958e+02,1.469764542348157192e+02,1.544695878996853935e+02,1.620199946492239178e+02,1.692792130261091188e+02,1.809018968518998918e+02
1.218356074187959166e+02,1.247747213515808653e+02,1.284604553659530666e+02,1.331587122727289625e+02,1.397682937569036312e+02,1.449142915404916039e+02,1.462579337452218624e+02,1.549599512099705407e+02,1.634367165916235081e+02,1.804738988663787040e+02
1.218356074187959166e+02,1.253700016984691956e+02,1.303947622943928764e+02,1.348214053017550214e+02,1.386766020135964936e+02,1.465044414004628379e+02,1.510534372908941805e+02,1.589316536110313791e+02,1.684797559202233970e+02,1.784998213509379639e+02
1.218356074187959166e+02,1.247515795991384948e+02,1.292921870207064785e+02,1.329699475691388670e+02,1.346669169113536100e+02,1.409672972689625112e+02,1.444368438513827186e+02,1.456229594040535176e+02,1.508117547992794698e+02,1.714087774347817685e+02
1.218356074187959166e+02,1.259579784710053900e+02,1.291073742237276747e+02,1.349928161116345109e+02,1.397577855812487542e+02,1.451659372648796307e+02,1.538772896879199834e+02,1.607292620048256140e+02,1.669144113626061880e+02,1.815707184221580519e+02
1.218356074187959166e+02,1.242890070634844051e+02,1.278888066562922177e+02,1.320537826466668321e+02,1.326272443033813033e+02,1.384785317595953984e+02,1.461260084166397064e+02,1.532215103466671735e+02,1.639739081738937330e+02,1.796803278611530459e+02
1.218356074187959166e+02,1.260755345474417481e+02,1.299281680287099334e+02,1.347287490968415113e+02,1.407209416467940173e+02,1.462383700936547939e+02,1.524775668940410469e+02,1.584710427134889414e+02,1.654509985790052724e+02,1.811272374949614914e+02
1.218356074187959166e+02,1.239663118212295103e+02,1.266906513682949935e+02,1.340053837920249862e+02,1.383493054900418429e+02,1.448475036429292686e+02,1.508986441978495350e+02,1.593753520949444464e+02,1.660998314424600721e+02,1.806752319829724911e+02
1.218356074187959166e+02,1.257928158604659075e+02,1.310102507755682382e+02,1.358079427381089772e+02,1.433433885832905617e+02,1.447191761237615992e+02,1.502724938148721776e+02,1.558082079950611387e+02,1.640256321731735625e+02,1.816885006959180373e+02
1.218356074187959166e+02,1.234556399588996101e+02,1.269963281647264921e+02,1.319898517661306414e+02,1.362878213568624233e+02,1.399231702476095052e+02,1.456833886695221736e+02,1.538541342032654029e+02,1.628783850526906463e+02,1.798111607124940292e+02
1.218356074187959166e+02,1.253303987549368230e+02,1.259089900973808653e+02,1.300910862435991930e+02,1.366039952884209470e+02,1.410187486552058544e+02,1.501577545497909796e+02,1.571921381641939206e+02,1.649137571578060033e+02,1.796230236874148432e+02
1.218356074187959166e+02,1.250203590702626570e+02,1.295911927906122401e+02,1.344824631031917761e+02,1.382197385743893392e+02,1.432596780998651411e+02,1.473063508673737942e+02,1.531414565017960285e+02,1.611146756767066108e+02,1.739410931731829351e+02
1.218356074187959166e+02,1.239352726664719739e+02,1.264248671359664513e+02,1.344592949395812411e+02,1.362241609947636789e+02,1.410340777923961468e+02,1.489286096199186886e+02,1.571680468740735250e+02,1.635319398507888309e+02,1.803567204179501005e+02
1.218356074187959166e+02,1.246767964008195122e+02,1.282155898713822353e+02,1.297434294947495346e+02,1.396185409687764150e+02,1.429807408008355196e+02,1.465596396420478413e+02,1.514361954595792668e+02,1.611413646775099551e+02,1.798743253294408078e+02
1.218356074187959166e+02,1.249279917851556547e+02,1.304993828505289457e+02,1.360728369960215787e+02,1.411458547768866083e+02,1.470179479611601892e+02,1.528585094052227760e+02,1.603868150653324847e+02,1.682990869876507531e+02,1.797498359978967528e+02
1.218356074187959166e+02,1.226360445422953944e+02,1.277754747997612412e+02,1.323762717260960926e+02,1.307102556762877157e+02,1.356274863035057479e+02,1.363880265854754725e+02,1.467201387633765535e+02,1.415057020083165753e+02,1.396709283940372188e+02
1.218356074187959166e+02,1.238210333220581560e+02,1.256525191252574132e+02,1.299543189943942707e+02,1.357065597627220086e+02,1.399953355073600960e+02,1.492555719256804423e+02,1.572963925874862525e+02,1.648463148443875070e+02,1.808847066183989227e+02
1.218356074187959166e+02,1.241311293265023323e+02,1.286264605429169023e+02,1.293914413832765149e+02,1.293674487864705043e+02,1.306226509380189782e+02,1.399524981180911709e+02,1.437151961748875237e+02,1.507251649053769142e+02,1.648428002711100362e+02
1.218356074187959166e+02,1.240482857691888512e+02,1.288138099235179652e+02,1.333467846913677022e+02,1.390377745179659996e+02,1.439062974719602153e+02,1.498108633128006204e+02,1.531054579509941505e+02,1.629503730684411948e+02,1.756847758995102140e+02
1.218356074187959166e+02,1.246768292210456366e+02,1.295681409418318708e+02,1.348192337038124151e+02,1.379366917646705133e+02,1.442129364874567727e+02,1.488422201069422499e+02,1.542409074947520367e+02,1.530196780854216740e+02,1.605961849217694635e+02
1.218356074187959166e+02,1.250187776900929748e+02,1.298446426398709264e+02,1.338299557795207875e+02,1.362934576060538348e+02,1.426093471713120380e+02,1.442942915899775471e+02,1.443746400422539864e+02,1.500495751901773929e+02,1.633115697198124963e+02
1.218356074187959166e+02,1.238980969376523262e+02,1.288165776358864605e+02,1.339490783716428268e+02,1.392849968998816621e+02,1.447667146721296376e+02,1.503512270041535430e+02,1.598005729976684961e+02,1.675881600181642170e+02,1.818596658748886057e+02
1.218356074187959166e+02,1.256984332775462008e+02,1.298877547286476783e+02,1.355057683247073328e+02,1.377614306973466682e+02,1.431282978934016228e+02,1.479771744575564298e+02,1.593135982285587033e+02,1.617558929155675287e+02,1.764328327368546070e+02
1.218356074187959166e+02,1.247652288140247947e+02,1.294919487958522950e+02,1.337183628568641325e+02,1.401193835843528177e+02,1.476433560634141031e+02,1.531457545648695486e+02,1.613788963413085185e+02,1.695761913176929738e+02,1.794695987818126923e+02
1.218356074187959166e+02,1.257933410669993464e+02,1.309733838316133188e+02,1.361649463263652251e+02,1.420218796824997298e+02,1.483336632165005540e+02,1.523241406359966277e+02,1.588115398817253663e+02,1.683938625529740420e+02,1.806847361775535319e+02
1.218356074187959166e+02,1.253440990470121505e+02,1.310991197274761362e+02,1.356063590580588425e+02,1.389123814260574363e+02,1.463721152444290965e+02,1.520652055794616899e+02,1.606645582137848578e+02,1.679615468056740610e+02,1.787173794542959513e+02
1.218356074187959166e+02,1.251171524649923867e+02,1.302319076215615041e+02,1.336590631329922871e+02,1.375545248108676333e+02,1.448139260276359437e+02,1.499848647378696569e+02,1.579626087863177872e+02,1.684447142525095842e+02,1.814102534771873252e+02
1.218356074187959166e+02,1.262450998608403552e+02,1.300527269850326775e+02,1.356694317838910138e+02,1.405947616691883013e+02,1.478025176381825077e+02,1.518611656516600306e+02,1.606596920517986291e+02,1.678608521104342799e+02,1.811983357164376685e+02
1.218356074187959166e+02,1.256177238053826386e+02,1.305643103383949892e+02,1.337593082058881464e+02,1.366752278833303080e+02,1.400011861638720347e+02,1.390794365167962496e+02,1.482851876861507208e+02,1.591455373812636935e+02,1.761132646203241165e+02
1.218356074187959166e+02,1.247566247285067220e+02,1.282749509700463477e+02,1.314369625222834657e+02,1.356035389992703131e+02,1.388340958375274568e+02,1.392139281112315530e+02,1.451084443895199456e+02,1.499379787628604390e+02,1.599139130677854155e+02
1.218356074187959166e+02,1.255307630154297840e+02,1.289603948717733601e+02,1.318306095342295521e+02,1.380394821409311135e+02,1.436354422089852960e+02,1.480326138254083617e+02,1.560632583341596273e+02,1.643037619915878622e+02,1.803065407923695602e+02
1.218356074187959166e+02,1.229187580178388544e+02,1.257477919351858873e+02,1.304706179004031128e+02,1.344464861554431536e+02,1.348558198464743327e+02,1.419080930427919611e+02,1.463311711300452771e+02,1.545640248581571541e+02,1.785406414130013673e+02
1.218356074187959166e+02,1.249301242507037841e+02,1.291817044523272671e+02,1.350832263194340612e+02,1.405914632527583308e+02,1.467577512304410448e+02,1.532514579388525817e+02,1.577681124459070361e+02,1.680117745069856028e+02,1.825136320220722155e+02
1.218356074187959166e+02,1.232161273376582358e+02,1.271809448657927533e+02,1.260600680353543339e+02,1.304006691370184399e+02,1.306468873782689570e+02,1.260701387052583868e+02,1.262529691832792196e+02,1.329254394328524995e+02,1.165797822559812857e+02
